EntityIdx,SiteLocation
Site-540,POINT(-941.410618952621 1686.04171497668)
Site-541,POINT(1022.04636865111 1259.54890357492)
Site-542,POINT(-1942.39798523 1819.25704205492)
Site-543,POINT(946.324353066664 470.229071324735)
Site-544,POINT(81.6774003339225 295.221281579207)
Site-545,POINT(1167.2868039223 565.101484895547)
Site-546,POINT(-1811.59912908342 748.599666479273)
Site-547,POINT(1058.94534129379 2512.68709473937)
Site-548,POINT(1028.50695736815 2609.27696168967)
Site-549,POINT(-25.2690119261728 1021.57054081135)
Site-550,POINT(-1405.49054577004 994.511251237254)
Site-551,POINT(-822.423785726536 2924.15277669448)
Site-552,POINT(208.858854273146 2659.40751056079)
Site-553,POINT(-1478.28287602401 1782.16302400747)
Site-554,POINT(-850.197581494218 3117.41711555784)
Site-555,POINT(-1142.36381887747 1606.88431343981)
Site-556,POINT(-1526.666338747 1639.72844547857)
Site-557,POINT(-254.258871609294 1358.91273509914)
Site-558,POINT(-1159.29076563154 1909.49287423439)
Site-559,POINT(-911.238800899227 2809.83930525314)
Site-560,POINT(-915.894495658492 1234.37186631308)
Site-561,POINT(418.061947434088 784.216730635162)
Site-562,POINT(-1344.82727958267 1045.13719867749)
Site-563,POINT(1030.59919268803 1144.07864593129)
Site-564,POINT(-892.202538047516 1302.60555775843)
Site-565,POINT(-50.9750729306855 2648.1514945807)
Site-566,POINT(-887.379429920031 2256.96108941099)
Site-567,POINT(-290.327632515348 1496.11436384784)
Site-568,POINT(-1546.26517407039 905.507111603306)
Site-569,POINT(116.630880697733 1165.47302697075)
Site-570,POINT(-681.724886739398 2844.61926508811)
Site-571,POINT(-457.791280854316 2824.55918421369)
Site-572,POINT(11.075303677157 2488.57235422094)
Site-573,POINT(-1328.86880356934 1865.67982875346)
Site-574,POINT(-1338.335259114 1449.12935593508)
Site-575,POINT(-276.356854462188 1333.1780866311)
Site-576,POINT(-1213.71889040028 638.269191164599)
Site-577,POINT(-762.013708735154 2673.34540967525)
Site-578,POINT(-1167.64805052508 2050.00006071151)
Site-579,POINT(73.7875798725447 272.556544147649)
Site-580,POINT(474.73058960536 1995.27895059697)
Site-581,POINT(-1312.57263846766 1849.35180355812)
Site-582,POINT(-744.392253757938 3192.07262592218)
Site-583,POINT(-466.591503190868 2848.89692996057)
Site-584,POINT(-457.791280854316 2824.55918421369)
Site-585,POINT(-1529.56747076438 1081.3109859039)
Site-586,POINT(-1493.60644546344 1081.3109859039)
Site-587,POINT(-1421.58319939554 1680.83292695459)
Site-588,POINT(47.3709839263733 1232.19297845207)
Site-589,POINT(-1253.9412190692 1385.82689709694)
Site-590,POINT(295.961007664904 2073.28690672717)
Site-591,POINT(-923.610680682088 3164.9348478477)
Site-592,POINT(-1492.18802062906 1985.03013099547)
Site-593,POINT(-1598.73274837658 1449.9617707486)
Site-594,POINT(588.548515744721 289.361399801809)
Site-595,POINT(36.565332482733 691.906711205876)
Site-596,POINT(-668.728192305133 1858.35336480467)
Site-597,POINT(410.451430663262 1056.96238960934)
Site-598,POINT(-1776.48500054973 1620.96021783985)
Site-599,POINT(-1213.71889040028 792.102656324425)
Site-600,POINT(242.442725350175 794.497528991066)
Site-601,POINT(322.787558749154 2083.6510847807)
Site-602,POINT(-1081.50296294124 1606.55680208267)
Site-603,POINT(420.748074525707 1995.27895059697)
Site-604,POINT(-931.461710257676 2820.76608302781)
Site-605,POINT(406.15576297233 959.071153894837)
Site-606,POINT(-785.749684368276 2181.67385272071)
Site-607,POINT(-1715.00726206465 1765.75272151029)
Site-608,POINT(874.393416901922 571.067940674308)
Site-609,POINT(-1814.69150636355 1838.64040887862)
Site-610,POINT(-1749.89185857121 745.345254943785)
Site-611,POINT(749.930417304538 1344.54442689145)
Site-612,POINT(-1162.89359268745 1598.06208817783)
Site-613,POINT(-1591.14362081617 1427.8984014274)
Site-614,POINT(673.785080325805 1127.19720525039)
Site-615,POINT(1189.07877263638 1339.98238470947)
Site-616,POINT(-1934.04115927505 1800.56749469799)
Site-617,POINT(9.73074714682025 1267.60402795344)
Site-618,POINT(-438.520250007787 1525.67354127599)
Site-619,POINT(-713.140097602285 2208.8949287864)
Site-620,POINT(890.015975669126 540.937999144983)
Site-621,POINT(-637.734292677842 3202.87694737343)
Site-622,POINT(-1171.88881362123 1780.35393942211)
Site-623,POINT(-592.376885405685 2830.39862628297)
Site-624,POINT(-57.8457014264482 1634.85161076989)
Site-625,POINT(283.104652927647 2799.84284638645)
Site-626,POINT(-873.404579942018 1873.51921283039)
Site-627,POINT(-1359.03915049941 1497.48616280309)
Site-628,POINT(664.615957967889 468.966643614003)
Site-629,POINT(1008.30502268786 711.670472264628)
Site-630,POINT(-1213.71889040028 669.035884196564)
Site-631,POINT(793.587846888827 403.155322163963)
Site-632,POINT(129.599499197507 1620.35366373593)
Site-633,POINT(-1505.25835780942 1197.25665458686)
Site-634,POINT(-1453.47489763317 2088.84289392633)
Site-635,POINT(-1478.70509306298 1878.35477308971)
Site-636,POINT(-659.81872014047 2514.06697463341)
Site-637,POINT(-751.327640256859 2844.61926508811)
Site-638,POINT(738.005541091488 1162.51020112788)
Site-639,POINT(-887.379429920031 2306.15219128911)
Site-640,POINT(-1648.14467985563 1350.55720662651)
Site-641,POINT(-1336.94751087944 2136.84579964769)
Site-642,POINT(-750.469881867439 2661.55567582967)
Site-643,POINT(373.395173480183 2809.88844378081)
Site-644,POINT(-1802.71046035336 657.421436674042)
Site-645,POINT(955.645318918016 416.001613228457)
Site-646,POINT(-1625.1557110624 1280.88986331539)
Site-647,POINT(858.770858134718 571.067940674308)
Site-648,POINT(81.6774003339225 295.221281579207)
Site-649,POINT(-38.5207352423608 2664.45257836313)
Site-650,POINT(846.006320437581 1117.01019144415)
Site-651,POINT(355.417408185694 1191.54025781945)
Site-652,POINT(643.094629045939 2274.96368553021)
Site-653,POINT(846.006320437581 1171.14710041843)
Site-654,POINT(-1942.39798523 1819.25704205492)
Site-655,POINT(568.33206495764 2198.72879035102)
Site-656,POINT(-1328.86880356934 1865.67982875346)
Site-657,POINT(-1886.89263007972 1948.70648667364)
Site-658,POINT(-1896.25131455466 2026.5902416698)
Site-659,POINT(-880.336903809329 1392.26696653591)
Site-660,POINT(-1351.13533003444 2166.10872702968)
Site-661,POINT(-911.238800899227 2809.83930525314)
Site-662,POINT(-1805.16639373307 866.743653735228)
Site-663,POINT(-570.375931551665 2838.21713224258)
Site-664,POINT(-839.469566341925 3164.9348478477)
Site-665,POINT(129.599499197507 1570.08612857653)
Site-666,POINT(-1598.73274837658 1449.9617707486)
Site-667,POINT(-26.0320840179233 709.884702751763)
Site-668,POINT(-1933.292003834 1948.70648667364)
Site-669,POINT(298.952182617658 2033.84909656529)
Site-670,POINT(-873.404579942018 1854.32638165341)
Site-671,POINT(-1884.80852814296 2039.22247168882)
Site-672,POINT(-1249.40351399018 1965.92545195854)
Site-673,POINT(-430.946771124442 1500.34133050887)
Site-674,POINT(650.793986523779 2252.50611416187)
Site-675,POINT(645.348272353903 1979.72657296219)
Site-676,POINT(-1478.70509306298 1839.02956410179)
Site-677,POINT(407.252445755794 1995.27895059697)
Site-678,POINT(1133.04129072426 1150.69533689978)
Site-679,POINT(922.261783348916 416.001613228457)
Site-680,POINT(-824.997460635755 2190.94590138109)
Site-681,POINT(-50.9750729306855 2648.1514945807)
Site-682,POINT(161.414072871921 781.206832038743)
Site-683,POINT(27.4475516195665 2422.31123990111)
Site-684,POINT(-689.982958277485 2199.38090370571)
Site-685,POINT(29.2681116471057 2676.25091732072)
Site-686,POINT(-1246.54778630294 730.569270260495)
Site-687,POINT(1177.79970070872 460.715527377823)
Site-688,POINT(-1410.15545365931 1702.21640572264)
Site-689,POINT(-1884.80852814296 2064.48693172684)
Site-690,POINT(-805.454837447546 1808.93419774741)
Site-691,POINT(-1934.04115927505 1800.56749469799)
Site-692,POINT(348.706625818889 724.444314297853)
Site-693,POINT(344.433874614078 2014.96840550237)
Site-694,POINT(14.9530340843393 3069.65264786068)
Site-695,POINT(-438.520250007787 1525.67354127599)
Site-696,POINT(-1107.24495105045 1970.30247170411)
Site-697,POINT(-1268.09483437566 1856.32239561889)
Site-698,POINT(406.15576297233 912.379155882496)
Site-699,POINT(-1520.23718891639 1757.64353795624)
Site-700,POINT(166.978106219436 2659.40751056079)
Site-701,POINT(154.843625798958 933.965201600796)
Site-702,POINT(805.891496866392 736.03578177018)
Site-703,POINT(-931.461710257676 2820.76608302781)
Site-704,POINT(1167.2868039223 530.306165722972)
Site-705,POINT(-713.140097602285 2208.8949287864)
Site-706,POINT(-721.89839672133 3201.72959213137)
Site-707,POINT(-5.36820097928911 473.582161689789)
Site-708,POINT(-659.910726642234 1688.66294416596)
Site-709,POINT(-46.4929918261599 1621.0787728092)
Site-710,POINT(989.028854487117 416.001613228457)
Site-711,POINT(874.393416901922 540.937999144983)
Site-712,POINT(-839.469566341925 3188.80995519773)
Site-713,POINT(-1803.76862830318 770.45166860678)
Site-714,POINT(-430.471182077475 1580.15632542925)
Site-715,POINT(14.9530340843393 3149.85515983658)
Site-716,POINT(826.458534185771 2310.77639910685)
Site-717,POINT(-1625.44606599826 1365.44498557828)
Site-718,POINT(-1447.52917785768 1440.44254160857)
Site-719,POINT(872.10299631486 2403.17494789841)
Site-720,POINT(-265.307863035741 1307.44343816306)
Site-721,POINT(-1507.46519313538 1964.46098561971)
Site-722,POINT(108.83621173892 2656.86503268025)
Site-723,POINT(579.943478411923 266.632431213989)
Site-724,POINT(-1591.14362081617 1427.8984014274)
Site-725,POINT(-1529.56747076438 1119.44718109331)
Site-726,POINT(953.612191835208 1431.98232492015)
Site-727,POINT(-1354.63436277149 1550.88521756603)
Site-728,POINT(-704.911328625969 2273.05465552856)
Site-729,POINT(407.891346611471 2565.07870173744)
Site-730,POINT(-900.628085676089 1863.9227972419)
Site-731,POINT(-775.024371314431 1155.72884460105)
Site-732,POINT(-1313.21306834773 869.45608788015)
Site-733,POINT(1051.37180899707 2496.24615610027)
Site-734,POINT(-2005.68835708042 1862.98609064101)
Site-735,POINT(-38.5207352423608 2664.45257836313)
Site-736,POINT(-826.385870089648 1335.14921832433)
Site-737,POINT(645.348272353903 2022.62948130702)
Site-738,POINT(-1933.292003834 1894.55677812752)
Site-739,POINT(156.173931100164 1165.47302697075)
Site-740,POINT(-1587.35227003146 2059.37211559572)
Site-741,POINT(-1522.74236564169 1943.89184024395)
Site-742,POINT(-1705.21260719431 841.964450053276)
Site-743,POINT(-1592.05242090529 1664.28140096035)
Site-744,POINT(-1408.58644129399 1885.81571325804)
Site-745,POINT(108.83621173892 2656.86503268025)
Site-746,POINT(-151.964995475927 2762.03067224016)
Site-747,POINT(1113.52045615371 564.418139416981)
Site-748,POINT(116.630880697733 1128.46518282294)
Site-749,POINT(-1813.19455704993 1956.55998620513)
Site-750,POINT(-1085.05830987016 2054.5630698756)
Site-751,POINT(214.690285227792 847.787031494741)
Site-752,POINT(-1492.18802062906 1985.03013099547)
Site-753,POINT(-1000.60189111411 2139.3975541553)
Site-754,POINT(-466.591503190868 2848.89692996057)
Site-755,POINT(-1507.46519313538 1964.46098561971)
Site-756,POINT(-873.404579942018 1873.51921283039)
Site-757,POINT(-1602.74745214089 1380.33276453006)
Site-758,POINT(152.213929010067 793.797528574365)
Site-759,POINT(-1757.57848251454 1673.42738617958)
Site-760,POINT(-836.623898362204 2973.84011876089)
Site-761,POINT(-826.385870089648 1303.1148264534)
Site-762,POINT(-1334.96221065611 1095.76409292975)
Site-763,POINT(-592.376885405685 2830.39862628297)
Site-764,POINT(3.69801305824 453.316063349956)
Site-765,POINT(-1365.32314918943 2195.37165441167)
Site-766,POINT(942.073824316299 647.793912326744)
Site-767,POINT(-1767.03174153213 1647.19380200971)
Site-768,POINT(489.157685415465 1029.79740483144)
Site-769,POINT(-1776.48500054973 1620.96021783985)
Site-770,POINT(-430.946771124442 1500.34133050887)
Site-771,POINT(230.903255165918 2393.76973422802)
Site-772,POINT(208.858854273146 2700.03706478171)
Site-773,POINT(-1233.55815944706 1378.0114904192)
Site-774,POINT(-835.531466272039 3095.66925247531)
Site-775,POINT(-1417.96626720352 1019.03251118907)
Site-776,POINT(-1594.1719378878 1180.31976423042)
Site-777,POINT(-830.194141473425 2906.66841044966)
Site-778,POINT(-1767.07160701668 1718.98670468292)
Site-779,POINT(-831.702910539736 2849.93140413225)
Site-780,POINT(108.83621173892 2656.86503268025)
Site-781,POINT(-1598.73274837658 1449.9617707486)
Site-782,POINT(-1531.30353980088 2072.27283587912)
Site-783,POINT(767.46341609356 1328.81373862286)
Site-784,POINT(953.612191835208 1532.20402839054)
Site-785,POINT(-1942.02246020143 2026.5902416698)
Site-786,POINT(1040.37335395608 2586.85301118443)
Site-787,POINT(-822.423785726536 2924.15277669448)
Site-788,POINT(-1418.31071514034 1564.24089990082)
Site-789,POINT(-556.745655409987 3213.07348439654)
Site-790,POINT(-1497.2089164514 1858.69216859575)
Site-791,POINT(-1479.98927767924 1690.77721580138)
Site-792,POINT(-1746.26148029465 1839.93903100949)
Site-793,POINT(-1100.21138995059 1662.74541495145)
Site-794,POINT(-1433.68180835596 1458.62491981251)
Site-795,POINT(418.061947434088 864.956723661757)
Site-796,POINT(1002.29607354948 1462.26654090667)
Site-797,POINT(-1250.81218980063 1870.51153449824)
Site-798,POINT(1189.07877263638 1112.25632056873)
Site-799,POINT(-873.404579942018 1854.32638165341)
Site-800,POINT(-1496.14338732419 1558.46860360241)
Site-801,POINT(219.876959882367 2071.28169796736)
Site-802,POINT(-645.790986515721 1847.16559521032)
Site-803,POINT(-1333.90046005665 858.480859532152)
Site-804,POINT(-1648.14467985563 1350.55720662651)
Site-805,POINT(-1019.80284364508 1956.79295621552)
Site-806,POINT(-1172.61835615574 1871.82497452876)
Site-807,POINT(938.953551133466 403.353484752779)
Site-808,POINT(-1115.81357406303 1652.04335736757)
Site-809,POINT(-1526.666338747 1690.77721580138)
Site-810,POINT(-160.3355952318 2788.44852591539)
Site-811,POINT(-598.755130379402 1443.62686286831)
Site-812,POINT(-1142.36381887747 1606.88431343981)
Site-813,POINT(-1320.06721847986 1659.58130980676)
Site-814,POINT(-1625.44606599826 1365.44498557828)
Site-815,POINT(767.46341609356 1360.27511516004)
Site-816,POINT(-1336.94751087944 2136.84579964769)
Site-817,POINT(-799.130758061242 1163.98053888136)
Site-818,POINT(363.943055299571 970.744153397922)
Site-819,POINT(241.075976827189 2061.20537797565)
Site-820,POINT(208.858854273146 2659.40751056079)
Site-821,POINT(-940.817886241628 3101.63355629369)
Site-822,POINT(1111.29122911512 498.020265053783)
Site-823,POINT(411.639379089247 724.444314297853)
Site-824,POINT(-1352.76530063607 1788.33063416659)
Site-825,POINT(716.211709386293 577.939586623343)
Site-826,POINT(-556.745655409987 3233.46655844275)
Site-827,POINT(-1354.69234850922 994.510304425229)
Site-828,POINT(692.049426116327 569.754130760195)
Site-829,POINT(-1233.52954522561 1884.70067337759)
Site-830,POINT(-1792.08158523073 639.783789199865)
Site-831,POINT(-1601.43998265459 1696.10624564721)
Site-832,POINT(-1359.03915049941 1458.80071730868)
Site-833,POINT(-1832.85776400731 1964.53839373605)
Site-834,POINT(-1582.66485915599 1696.10624564721)
Site-835,POINT(30.7750879934583 930.823654659544)
Site-836,POINT(899.416612680768 2278.45111452302)
Site-837,POINT(772.17563111465 736.03578177018)
Site-838,POINT(-689.982958277485 2199.38090370571)
Site-839,POINT(-1942.02246020143 2077.11916174585)
Site-840,POINT(-279.844158882301 1469.70249964471)
Site-841,POINT(29.9306649509953 2480.66339480477)
Site-842,POINT(-828.757967271405 2996.50302536173)
Site-843,POINT(-25.2690119261728 1064.05444197889)
Site-844,POINT(-1546.26517407039 861.602140770138)
Site-845,POINT(-1409.94903859354 1088.97212953001)
Site-846,POINT(422.990816301328 1923.97533407793)
Site-847,POINT(-1631.0205495628 867.276436920349)
Site-848,POINT(436.150272304859 1912.23439462156)
Site-849,POINT(222.841119278171 724.444314297853)
Site-850,POINT(1111.29122911512 463.867984892812)
Site-851,POINT(-668.728192305133 1858.35336480467)
Site-852,POINT(941.679978738197 2278.45111452302)
Site-853,POINT(-1757.57848251454 1673.42738617958)
Site-854,POINT(403.401228311222 851.500058157324)
Site-855,POINT(-1213.71889040028 607.502498132634)
Site-856,POINT(-683.053546843015 1680.8752396532)
Site-857,POINT(-911.238800899227 2809.83930525314)
Site-858,POINT(349.872152741985 959.071153894837)
Site-859,POINT(-1749.89185857121 671.173714475041)
Site-860,POINT(-1399.4362398382 1949.15088360888)
Site-861,POINT(-1408.91995133826 1586.35468751391)
Site-862,POINT(4.06590494545123 3169.90578783055)
Site-863,POINT(-438.520250007787 1525.67354127599)
Site-864,POINT(-1354.69234850922 1095.76409292975)
Site-865,POINT(-1602.74745214089 1380.33276453006)
Site-866,POINT(166.978106219436 2659.40751056079)
Site-867,POINT(-574.195202853156 1603.83470857425)
Site-868,POINT(1022.04636865111 1360.90772224079)
Site-869,POINT(-1756.65873802628 1728.3399080484)
Site-870,POINT(469.520003359914 2084.03461136037)
Site-871,POINT(861.904135768174 403.155322163963)
Site-872,POINT(-561.772993820842 1623.65529793017)
Site-873,POINT(-1503.24787563361 961.443145409043)
Site-874,POINT(1118.5791423463 1124.03118667305)
Site-875,POINT(-1522.74236564169 1943.89184024395)
Site-876,POINT(-1172.61835615574 1947.16077394001)
Site-877,POINT(922.529546262936 1233.93021389507)
Site-878,POINT(-1592.05242090529 1664.28140096035)
Site-879,POINT(-879.216021669422 2375.34550327327)
Site-880,POINT(-1644.2614973539 968.594462919698)
Site-881,POINT(51.1806361168125 2656.60524478681)
Site-882,POINT(-880.336903809329 1458.2023005503)
Site-883,POINT(-660.744512561652 2905.38421642456)
Site-884,POINT(-836.623898362204 2973.84011876089)
Site-885,POINT(-1605.65822205144 1073.01691955138)
Site-886,POINT(789.033563990521 720.696879885578)
Site-887,POINT(-1814.69150636355 1838.64040887862)
Site-888,POINT(-1335.68422287966 1975.43714902706)
Site-889,POINT(1002.29607354948 1259.54890357492)
Site-890,POINT(-1268.09483437566 1856.32239561889)
Site-891,POINT(-1896.25131455466 2077.11916174585)
Site-892,POINT(-1352.76530063607 1681.0395305334)
Site-893,POINT(-942.234152772995 1623.04063558626)
Site-894,POINT(-774.927459592703 1703.26195794563)
Site-895,POINT(1017.77273040188 470.571766090023)
